"","Aedes aegypti","Aedes albopictus","Ochlerotatus annulipes","Aedes atropalpus","Ochlerotatus berlandi","Ochlerotatus cantans","Ochlerotatus caspius","Ochlerotatus cataphylla","Aedes cinereus","Ochlerotatus communis","Aedes cretinus","Ochlerotatus cyprius","Ochlerotatus detritus","Ochlerotatus diantaeus","Ochlerotatus dorsalis","Ochlerotatus eatoni","Aedes echinus","Ochlerotatus euedes","Ochlerotatus excrucians","Ochlerotatus flavescens","Aedes geminus","Aedes geniculatus","Ochlerotatus hexodontus","Ochlerotatus hungaricus","Ochlerotatus intrudens","Aedes japonicus","Aedes koreicus","Ochlerotatus leucomelas","Acartomyia mariae","Ochlerotatus nigrinus","Ochlerotatus nigripes","Acartomyia phoeniciae","Ochlerotatus pionips","Ochlerotatus pulcritarsis","Ochlerotatus pullatus","Ochlerotatus punctor","Ochlerotatus refiki","Ochlerotatus riparius","Aedes rossicus","Ochlerotatus rusticus","Ochlerotatus sticticus","Aedes vexans","Aedes vittatus","Acartomyia zammitii","Anopheles ainshamsi","Anopheles algeriensis","Anopheles apoci","Anopheles arabiensis","Anopheles atroparvus","Anopheles cinereus","Anopheles claviger","Anopheles coluzzii","Anopheles coustani","Anopheles culicifacies","Anopheles daciae","Anopheles dthali","Anopheles fluviatilis","Anopheles hyrcanus","Anopheles labranchiae","Anopheles maculipennis","Anopheles melanoon","Anopheles messeae","Anopheles multicolor","Anopheles persiensis","Anopheles petragnani","Anopheles pharoensis","Anopheles plumbeus","Anopheles pulcherrimus","Anopheles sacharovi","Anopheles stephensi","Anopheles superpictus","Anopheles tenebrosus","Anopheles turkhudi","Anopheles ziemanni","Coquillettidia buxtoni","Coquillettidia richiardii","Culex antennatus","Culex deserticola","Culex duttoni","Culex europaeus","Culex hortensis","Culex impudicus","Culex laticinctus","Culex martinii","Culex mimeticus","Culex modestus","Culex perexiguus","Culex pipiens","Culex poicilipes","Culex pseudovishnui","Culex quinquefasciatus","Culex simpsoni","Culex sinaiticus","Culex sitiens","Culex territans","Culex thalassius","Culex theileri","Culex torrentium","Culex tritaeniorhynchus","Culex univittatus","Culex vagans","Culiseta alaskaensis","Culiseta annulata","Culiseta bergrothi","Culiseta fumipennis","Culiseta glaphyroptera","Culiseta litorea","Culiseta longiareolata","Culiseta morsitans","Culiseta ochroptera","Culiseta subochrea","Orthopodomyia pulcripalpis","Uranotaenia balfouri","Uranotaenia unguiculata"
"Anopheles ainshamsi",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,3.28322470948531,52.3697829384087,3.28322470948531,3.28322470948531,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles algeriensis",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,0,52.3697829384087,52.3697829384087,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,27.7389082590444,5.581550890047,5.581550890047,5.581550890047,5.581550890047,52.3697829384087,5.581550890047,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles apoci",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,0,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,6.61770547391449,52.3697829384087,6.61770547391449,6.61770547391449,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles arabiensis",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,27.7389082590444,0,52.3697829384087,27.7389082590444,52.3697829384087,0.290850409506664,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles atroparvus",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,0,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,2.34482055805815,2.34482055805815,2.34482055805815,2.34482055805815,52.3697829384087,2.34482055805815,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles cinereus",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,0,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles claviger",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,5.581550890047,52.3697829384087,0,52.3697829384087,27.7389082590444,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,27.7389082590444,5.581550890047,5.581550890047,5.581550890047,5.581550890047,52.3697829384087,5.581550890047,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles coluzzii",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,27.7389082590444,0.290850409506664,52.3697829384087,27.7389082590444,52.3697829384087,0,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles coustani",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,0,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,6.97423178234202,27.7389082590444,27.7389082590444,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,4.25527302269662,52.3697829384087,4.25527302269662,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles culicifacies",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,6.61770547391449,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,0,52.3697829384087,6.61770547391449,6.61770547391449,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles daciae",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,2.34482055805815,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,0,52.3697829384087,52.3697829384087,27.7389082590444,2.34482055805815,2.34482055805815,2.34482055805815,2.34482055805815,52.3697829384087,2.34482055805815,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles dthali",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,6.61770547391449,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,6.61770547391449,52.3697829384087,0,6.61770547391449,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles fluviatilis",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,6.61770547391449,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,6.61770547391449,52.3697829384087,6.61770547391449,0,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles hyrcanus",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,6.97423178234202,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,0,27.7389082590444,27.7389082590444,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,6.97423178234202,52.3697829384087,6.97423178234202,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles labranchiae",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,2.34482055805815,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,0,2.34482055805815,2.34482055805815,2.34482055805815,52.3697829384087,2.34482055805815,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles maculipennis",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,2.34482055805815,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,2.34482055805815,0,2.34482055805815,2.34482055805815,52.3697829384087,2.34482055805815,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles melanoon",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,2.34482055805815,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,2.34482055805815,2.34482055805815,0,2.34482055805815,52.3697829384087,2.34482055805815,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles messeae",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,2.34482055805815,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,2.34482055805815,2.34482055805815,2.34482055805815,0,52.3697829384087,2.34482055805815,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles multicolor",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,0,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,7.33463337673071,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles persiensis",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,2.34482055805815,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,2.34482055805815,2.34482055805815,2.34482055805815,2.34482055805815,52.3697829384087,0,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles petragnani",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,27.7389082590444,5.581550890047,5.581550890047,5.581550890047,5.581550890047,52.3697829384087,5.581550890047,0,52.3697829384087,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles pharoensis",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,0,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles plumbeus",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,27.7389082590444,5.581550890047,5.581550890047,5.581550890047,5.581550890047,52.3697829384087,5.581550890047,5.581550890047,52.3697829384087,0,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles pulcherrimus",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.28322470948531,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,0,52.3697829384087,3.28322470948531,3.28322470948531,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles sacharovi",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,5.581550890047,52.3697829384087,52.3697829384087,2.34482055805815,52.3697829384087,5.581550890047,52.3697829384087,27.7389082590444,52.3697829384087,2.34482055805815,52.3697829384087,52.3697829384087,27.7389082590444,2.34482055805815,2.34482055805815,2.34482055805815,2.34482055805815,52.3697829384087,2.34482055805815,5.581550890047,52.3697829384087,5.581550890047,52.3697829384087,0,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles stephensi",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.28322470948531,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,3.28322470948531,52.3697829384087,0,3.28322470948531,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles superpictus",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.28322470948531,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,3.28322470948531,52.3697829384087,3.28322470948531,0,52.3697829384087,27.7389082590444,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles tenebrosus",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,4.25527302269662,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,6.97423178234202,27.7389082590444,27.7389082590444,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,0,52.3697829384087,4.25527302269662,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles turkhudi",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,52.3697829384087,7.33463337673071,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,0,52.3697829384087,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Anopheles ziemanni",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,4.25527302269662,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,6.97423178234202,27.7389082590444,27.7389082590444,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,27.7389082590444,52.3697829384087,52.3697829384087,4.25527302269662,52.3697829384087,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
