scientificname,trait,hits,status,rank,division,commonname,uid,genus,species,subsp,modificationdate
Anopheles claviger,autogeny,0,active,species,mosquitos,NA,120868,Anopheles,claviger,NA,2005/01/19 00:00
Anopheles claviger,wing_length,0,active,species,mosquitos,NA,120868,Anopheles,claviger,NA,2005/01/19 00:00
Anopheles claviger,voltinism,0,active,species,mosquitos,NA,120868,Anopheles,claviger,NA,2005/01/19 00:00
Anopheles claviger,oviposition,13,active,species,mosquitos,NA,120868,Anopheles,claviger,NA,2005/01/19 00:00
Anopheles claviger,overwinter,4,active,species,mosquitos,NA,120868,Anopheles,claviger,NA,2005/01/19 00:00
Anopheles claviger,host_pref,5,active,species,mosquitos,NA,120868,Anopheles,claviger,NA,2005/01/19 00:00
Anopheles claviger,fecundity,0,active,species,mosquitos,NA,120868,Anopheles,claviger,NA,2005/01/19 00:00
Anopheles claviger,R0,0,active,species,mosquitos,NA,120868,Anopheles,claviger,NA,2005/01/19 00:00
Anopheles coluzzii,life_hist,8,active,species,mosquitos,NA,1518534,Anopheles,coluzzii,NA,2016/10/28 00:00
Anopheles coluzzii,autogeny,0,active,species,mosquitos,NA,1518534,Anopheles,coluzzii,NA,2016/10/28 00:00
Anopheles coluzzii,wing_length,7,active,species,mosquitos,NA,1518534,Anopheles,coluzzii,NA,2016/10/28 00:00
Anopheles coluzzii,voltinism,0,active,species,mosquitos,NA,1518534,Anopheles,coluzzii,NA,2016/10/28 00:00
Anopheles coluzzii,oviposition,17,active,species,mosquitos,NA,1518534,Anopheles,coluzzii,NA,2016/10/28 00:00
Anopheles coluzzii,overwinter,2,active,species,mosquitos,NA,1518534,Anopheles,coluzzii,NA,2016/10/28 00:00
Anopheles coluzzii,host_pref,39,active,species,mosquitos,NA,1518534,Anopheles,coluzzii,NA,2016/10/28 00:00
Anopheles coluzzii,fecundity,8,active,species,mosquitos,NA,1518534,Anopheles,coluzzii,NA,2016/10/28 00:00
Anopheles coluzzii,R0,8,active,species,mosquitos,NA,1518534,Anopheles,coluzzii,NA,2016/10/28 00:00
Anopheles coustani,life_hist,0,active,species,mosquitos,NA,139045,Anopheles,coustani,NA,2016/08/18 00:00
Anopheles coustani,autogeny,0,active,species,mosquitos,NA,139045,Anopheles,coustani,NA,2016/08/18 00:00
Anopheles coustani,wing_length,0,active,species,mosquitos,NA,139045,Anopheles,coustani,NA,2016/08/18 00:00
Anopheles coustani,voltinism,0,active,species,mosquitos,NA,139045,Anopheles,coustani,NA,2016/08/18 00:00
Anopheles coustani,oviposition,9,active,species,mosquitos,NA,139045,Anopheles,coustani,NA,2016/08/18 00:00
Anopheles coustani,overwinter,0,active,species,mosquitos,NA,139045,Anopheles,coustani,NA,2016/08/18 00:00
Anopheles coustani,host_pref,19,active,species,mosquitos,NA,139045,Anopheles,coustani,NA,2016/08/18 00:00
Anopheles coustani,fecundity,0,active,species,mosquitos,NA,139045,Anopheles,coustani,NA,2016/08/18 00:00
Anopheles coustani,R0,1,active,species,mosquitos,NA,139045,Anopheles,coustani,NA,2016/08/18 00:00
Anopheles culicifacies,life_hist,3,active,species,mosquitos,NA,139723,Anopheles,culicifacies,NA,2016/08/18 00:00
Anopheles culicifacies,autogeny,0,active,species,mosquitos,NA,139723,Anopheles,culicifacies,NA,2016/08/18 00:00
Anopheles culicifacies,wing_length,0,active,species,mosquitos,NA,139723,Anopheles,culicifacies,NA,2016/08/18 00:00
Anopheles culicifacies,voltinism,0,active,species,mosquitos,NA,139723,Anopheles,culicifacies,NA,2016/08/18 00:00
Anopheles culicifacies,oviposition,52,active,species,mosquitos,NA,139723,Anopheles,culicifacies,NA,2016/08/18 00:00
Anopheles culicifacies,overwinter,2,active,species,mosquitos,NA,139723,Anopheles,culicifacies,NA,2016/08/18 00:00
Anopheles culicifacies,host_pref,45,active,species,mosquitos,NA,139723,Anopheles,culicifacies,NA,2016/08/18 00:00
Anopheles culicifacies,fecundity,5,active,species,mosquitos,NA,139723,Anopheles,culicifacies,NA,2016/08/18 00:00
Anopheles culicifacies,R0,2,active,species,mosquitos,NA,139723,Anopheles,culicifacies,NA,2016/08/18 00:00
Anopheles daciae,life_hist,0,active,species,mosquitos,NA,281737,Anopheles,daciae,NA,2016/08/18 00:00
Anopheles daciae,autogeny,0,active,species,mosquitos,NA,281737,Anopheles,daciae,NA,2016/08/18 00:00
Anopheles daciae,wing_length,0,active,species,mosquitos,NA,281737,Anopheles,daciae,NA,2016/08/18 00:00
Anopheles daciae,voltinism,0,active,species,mosquitos,NA,281737,Anopheles,daciae,NA,2016/08/18 00:00
Anopheles daciae,oviposition,0,active,species,mosquitos,NA,281737,Anopheles,daciae,NA,2016/08/18 00:00
Anopheles daciae,overwinter,0,active,species,mosquitos,NA,281737,Anopheles,daciae,NA,2016/08/18 00:00
Anopheles daciae,host_pref,2,active,species,mosquitos,NA,281737,Anopheles,daciae,NA,2016/08/18 00:00
Anopheles daciae,fecundity,0,active,species,mosquitos,NA,281737,Anopheles,daciae,NA,2016/08/18 00:00
Anopheles daciae,R0,0,active,species,mosquitos,NA,281737,Anopheles,daciae,NA,2016/08/18 00:00
Anopheles dthali,life_hist,0,active,species,mosquitos,NA,262009,Anopheles,dthali,NA,2005/01/19 00:00
Anopheles dthali,autogeny,0,active,species,mosquitos,NA,262009,Anopheles,dthali,NA,2005/01/19 00:00
Anopheles dthali,wing_length,0,active,species,mosquitos,NA,262009,Anopheles,dthali,NA,2005/01/19 00:00
Anopheles dthali,voltinism,0,active,species,mosquitos,NA,262009,Anopheles,dthali,NA,2005/01/19 00:00
Anopheles dthali,oviposition,5,active,species,mosquitos,NA,262009,Anopheles,dthali,NA,2005/01/19 00:00
Anopheles dthali,overwinter,0,active,species,mosquitos,NA,262009,Anopheles,dthali,NA,2005/01/19 00:00
Anopheles dthali,host_pref,1,active,species,mosquitos,NA,262009,Anopheles,dthali,NA,2005/01/19 00:00
Anopheles dthali,fecundity,0,active,species,mosquitos,NA,262009,Anopheles,dthali,NA,2005/01/19 00:00
Anopheles dthali,R0,0,active,species,mosquitos,NA,262009,Anopheles,dthali,NA,2005/01/19 00:00
Anopheles fluviatilis,life_hist,2,active,species,mosquitos,NA,111615,Anopheles,fluviatilis,NA,2005/01/19 00:00
Anopheles fluviatilis,autogeny,0,active,species,mosquitos,NA,111615,Anopheles,fluviatilis,NA,2005/01/19 00:00
Anopheles fluviatilis,wing_length,1,active,species,mosquitos,NA,111615,Anopheles,fluviatilis,NA,2005/01/19 00:00
Anopheles fluviatilis,voltinism,0,active,species,mosquitos,NA,111615,Anopheles,fluviatilis,NA,2005/01/19 00:00
Anopheles fluviatilis,oviposition,13,active,species,mosquitos,NA,111615,Anopheles,fluviatilis,NA,2005/01/19 00:00
Anopheles fluviatilis,overwinter,1,active,species,mosquitos,NA,111615,Anopheles,fluviatilis,NA,2005/01/19 00:00
Anopheles fluviatilis,host_pref,25,active,species,mosquitos,NA,111615,Anopheles,fluviatilis,NA,2005/01/19 00:00
Anopheles fluviatilis,fecundity,0,active,species,mosquitos,NA,111615,Anopheles,fluviatilis,NA,2005/01/19 00:00
Anopheles fluviatilis,R0,2,active,species,mosquitos,NA,111615,Anopheles,fluviatilis,NA,2005/01/19 00:00
Anopheles hyrcanus,life_hist,0,active,species,mosquitos,NA,138534,Anopheles,hyrcanus,NA,2005/01/19 00:00
Anopheles hyrcanus,autogeny,0,active,species,mosquitos,NA,138534,Anopheles,hyrcanus,NA,2005/01/19 00:00
Anopheles hyrcanus,wing_length,1,active,species,mosquitos,NA,138534,Anopheles,hyrcanus,NA,2005/01/19 00:00
Anopheles hyrcanus,voltinism,0,active,species,mosquitos,NA,138534,Anopheles,hyrcanus,NA,2005/01/19 00:00
Anopheles hyrcanus,oviposition,11,active,species,mosquitos,NA,138534,Anopheles,hyrcanus,NA,2005/01/19 00:00
Anopheles hyrcanus,overwinter,5,active,species,mosquitos,NA,138534,Anopheles,hyrcanus,NA,2005/01/19 00:00
Anopheles hyrcanus,host_pref,11,active,species,mosquitos,NA,138534,Anopheles,hyrcanus,NA,2005/01/19 00:00
Anopheles hyrcanus,fecundity,1,active,species,mosquitos,NA,138534,Anopheles,hyrcanus,NA,2005/01/19 00:00
Anopheles hyrcanus,R0,0,active,species,mosquitos,NA,138534,Anopheles,hyrcanus,NA,2005/01/19 00:00
Anopheles labranchiae,life_hist,2,active,species,mosquitos,NA,41428,Anopheles,labranchiae,NA,2005/01/19 00:00
Anopheles labranchiae,autogeny,2,active,species,mosquitos,NA,41428,Anopheles,labranchiae,NA,2005/01/19 00:00
Anopheles labranchiae,wing_length,0,active,species,mosquitos,NA,41428,Anopheles,labranchiae,NA,2005/01/19 00:00
Anopheles labranchiae,voltinism,0,active,species,mosquitos,NA,41428,Anopheles,labranchiae,NA,2005/01/19 00:00
Anopheles labranchiae,oviposition,1,active,species,mosquitos,NA,41428,Anopheles,labranchiae,NA,2005/01/19 00:00
Anopheles labranchiae,overwinter,0,active,species,mosquitos,NA,41428,Anopheles,labranchiae,NA,2005/01/19 00:00
Anopheles labranchiae,host_pref,6,active,species,mosquitos,NA,41428,Anopheles,labranchiae,NA,2005/01/19 00:00
Anopheles labranchiae,fecundity,0,active,species,mosquitos,NA,41428,Anopheles,labranchiae,NA,2005/01/19 00:00
Anopheles labranchiae,R0,1,active,species,mosquitos,NA,41428,Anopheles,labranchiae,NA,2005/01/19 00:00
Anopheles maculipennis,life_hist,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,life_hist,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,autogeny,0,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,autogeny,0,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,wing_length,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,wing_length,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,voltinism,0,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,voltinism,0,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,oviposition,20,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,oviposition,20,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,overwinter,17,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,overwinter,17,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,host_pref,25,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,host_pref,25,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,fecundity,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,fecundity,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,R0,3,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,R0,3,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,life_hist,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,life_hist,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,autogeny,0,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,autogeny,0,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,wing_length,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,wing_length,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,voltinism,0,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,voltinism,0,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,oviposition,20,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,oviposition,20,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,overwinter,17,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,overwinter,17,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,host_pref,25,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,host_pref,25,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,fecundity,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,fecundity,1,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,R0,3,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles maculipennis,R0,3,active,species,mosquitos,NA,41429,Anopheles,maculipennis,NA,2005/01/19 00:00
Anopheles melanoon,life_hist,0,active,species,mosquitos,NA,73143,Anopheles,melanoon,NA,2005/01/19 00:00
Anopheles melanoon,autogeny,0,active,species,mosquitos,NA,73143,Anopheles,melanoon,NA,2005/01/19 00:00
Anopheles melanoon,wing_length,1,active,species,mosquitos,NA,73143,Anopheles,melanoon,NA,2005/01/19 00:00
Anopheles melanoon,voltinism,0,active,species,mosquitos,NA,73143,Anopheles,melanoon,NA,2005/01/19 00:00
Anopheles melanoon,oviposition,2,active,species,mosquitos,NA,73143,Anopheles,melanoon,NA,2005/01/19 00:00
Anopheles melanoon,overwinter,0,active,species,mosquitos,NA,73143,Anopheles,melanoon,NA,2005/01/19 00:00
Anopheles melanoon,host_pref,1,active,species,mosquitos,NA,73143,Anopheles,melanoon,NA,2005/01/19 00:00
Anopheles melanoon,fecundity,0,active,species,mosquitos,NA,73143,Anopheles,melanoon,NA,2005/01/19 00:00
Anopheles melanoon,R0,0,active,species,mosquitos,NA,73143,Anopheles,melanoon,NA,2005/01/19 00:00
Anopheles messeae,life_hist,0,active,species,mosquitos,NA,41430,Anopheles,messeae,NA,2018/11/23 00:00
Anopheles messeae,autogeny,1,active,species,mosquitos,NA,41430,Anopheles,messeae,NA,2018/11/23 00:00
Anopheles messeae,wing_length,0,active,species,mosquitos,NA,41430,Anopheles,messeae,NA,2018/11/23 00:00
Anopheles messeae,voltinism,0,active,species,mosquitos,NA,41430,Anopheles,messeae,NA,2018/11/23 00:00
Anopheles messeae,oviposition,3,active,species,mosquitos,NA,41430,Anopheles,messeae,NA,2018/11/23 00:00
Anopheles messeae,overwinter,6,active,species,mosquitos,NA,41430,Anopheles,messeae,NA,2018/11/23 00:00
Anopheles messeae,host_pref,7,active,species,mosquitos,NA,41430,Anopheles,messeae,NA,2018/11/23 00:00
Anopheles messeae,fecundity,1,active,species,mosquitos,NA,41430,Anopheles,messeae,NA,2018/11/23 00:00
Anopheles messeae,R0,3,active,species,mosquitos,NA,41430,Anopheles,messeae,NA,2018/11/23 00:00
Anopheles multicolor,life_hist,0,active,species,mosquitos,NA,273151,Anopheles,multicolor,NA,2005/01/19 00:00
Anopheles multicolor,autogeny,1,active,species,mosquitos,NA,273151,Anopheles,multicolor,NA,2005/01/19 00:00
Anopheles multicolor,wing_length,0,active,species,mosquitos,NA,273151,Anopheles,multicolor,NA,2005/01/19 00:00
Anopheles multicolor,voltinism,0,active,species,mosquitos,NA,273151,Anopheles,multicolor,NA,2005/01/19 00:00
Anopheles multicolor,oviposition,5,active,species,mosquitos,NA,273151,Anopheles,multicolor,NA,2005/01/19 00:00
Anopheles multicolor,overwinter,0,active,species,mosquitos,NA,273151,Anopheles,multicolor,NA,2005/01/19 00:00
Anopheles multicolor,host_pref,3,active,species,mosquitos,NA,273151,Anopheles,multicolor,NA,2005/01/19 00:00
Anopheles multicolor,fecundity,0,active,species,mosquitos,NA,273151,Anopheles,multicolor,NA,2005/01/19 00:00
Anopheles multicolor,R0,2,active,species,mosquitos,NA,273151,Anopheles,multicolor,NA,2005/01/19 00:00
Anopheles persiensis,life_hist,0,active,species,mosquitos,NA,208662,Anopheles,persiensis,NA,2005/01/19 00:00
Anopheles persiensis,autogeny,0,active,species,mosquitos,NA,208662,Anopheles,persiensis,NA,2005/01/19 00:00
Anopheles persiensis,wing_length,0,active,species,mosquitos,NA,208662,Anopheles,persiensis,NA,2005/01/19 00:00
Anopheles persiensis,voltinism,0,active,species,mosquitos,NA,208662,Anopheles,persiensis,NA,2005/01/19 00:00
Anopheles persiensis,oviposition,0,active,species,mosquitos,NA,208662,Anopheles,persiensis,NA,2005/01/19 00:00
Anopheles persiensis,overwinter,0,active,species,mosquitos,NA,208662,Anopheles,persiensis,NA,2005/01/19 00:00
Anopheles persiensis,host_pref,0,active,species,mosquitos,NA,208662,Anopheles,persiensis,NA,2005/01/19 00:00
Anopheles persiensis,fecundity,0,active,species,mosquitos,NA,208662,Anopheles,persiensis,NA,2005/01/19 00:00
Anopheles persiensis,R0,0,active,species,mosquitos,NA,208662,Anopheles,persiensis,NA,2005/01/19 00:00
Anopheles petragnani,life_hist,0,active,species,mosquitos,NA,205392,Anopheles,petragnani,NA,2003/07/08 00:00
Anopheles petragnani,autogeny,0,active,species,mosquitos,NA,205392,Anopheles,petragnani,NA,2003/07/08 00:00
Anopheles petragnani,wing_length,0,active,species,mosquitos,NA,205392,Anopheles,petragnani,NA,2003/07/08 00:00
Anopheles petragnani,voltinism,0,active,species,mosquitos,NA,205392,Anopheles,petragnani,NA,2003/07/08 00:00
Anopheles petragnani,oviposition,1,active,species,mosquitos,NA,205392,Anopheles,petragnani,NA,2003/07/08 00:00
Anopheles petragnani,overwinter,1,active,species,mosquitos,NA,205392,Anopheles,petragnani,NA,2003/07/08 00:00
Anopheles petragnani,host_pref,0,active,species,mosquitos,NA,205392,Anopheles,petragnani,NA,2003/07/08 00:00
Anopheles petragnani,fecundity,0,active,species,mosquitos,NA,205392,Anopheles,petragnani,NA,2003/07/08 00:00
Anopheles petragnani,R0,0,active,species,mosquitos,NA,205392,Anopheles,petragnani,NA,2003/07/08 00:00
Anopheles pharoensis,life_hist,0,active,species,mosquitos,NA,221566,Anopheles,pharoensis,NA,2005/01/19 00:00
Anopheles pharoensis,autogeny,1,active,species,mosquitos,NA,221566,Anopheles,pharoensis,NA,2005/01/19 00:00
Anopheles pharoensis,wing_length,0,active,species,mosquitos,NA,221566,Anopheles,pharoensis,NA,2005/01/19 00:00
Anopheles pharoensis,voltinism,0,active,species,mosquitos,NA,221566,Anopheles,pharoensis,NA,2005/01/19 00:00
Anopheles pharoensis,oviposition,11,active,species,mosquitos,NA,221566,Anopheles,pharoensis,NA,2005/01/19 00:00
Anopheles pharoensis,overwinter,1,active,species,mosquitos,NA,221566,Anopheles,pharoensis,NA,2005/01/19 00:00
Anopheles pharoensis,host_pref,35,active,species,mosquitos,NA,221566,Anopheles,pharoensis,NA,2005/01/19 00:00
Anopheles pharoensis,fecundity,3,active,species,mosquitos,NA,221566,Anopheles,pharoensis,NA,2005/01/19 00:00
Anopheles pharoensis,R0,3,active,species,mosquitos,NA,221566,Anopheles,pharoensis,NA,2005/01/19 00:00
Anopheles plumbeus,life_hist,0,active,species,mosquitos,NA,227531,Anopheles,plumbeus,NA,2005/01/19 00:00
Anopheles plumbeus,autogeny,0,active,species,mosquitos,NA,227531,Anopheles,plumbeus,NA,2005/01/19 00:00
Anopheles plumbeus,wing_length,0,active,species,mosquitos,NA,227531,Anopheles,plumbeus,NA,2005/01/19 00:00
Anopheles plumbeus,voltinism,0,active,species,mosquitos,NA,227531,Anopheles,plumbeus,NA,2005/01/19 00:00
Anopheles plumbeus,oviposition,8,active,species,mosquitos,NA,227531,Anopheles,plumbeus,NA,2005/01/19 00:00
Anopheles plumbeus,overwinter,0,active,species,mosquitos,NA,227531,Anopheles,plumbeus,NA,2005/01/19 00:00
Anopheles plumbeus,host_pref,5,active,species,mosquitos,NA,227531,Anopheles,plumbeus,NA,2005/01/19 00:00
Anopheles plumbeus,fecundity,1,active,species,mosquitos,NA,227531,Anopheles,plumbeus,NA,2005/01/19 00:00
Anopheles plumbeus,R0,0,active,species,mosquitos,NA,227531,Anopheles,plumbeus,NA,2005/01/19 00:00
Anopheles pulcherrimus,life_hist,0,active,species,mosquitos,NA,159154,Anopheles,pulcherrimus,NA,2018/11/23 00:00
Anopheles pulcherrimus,autogeny,0,active,species,mosquitos,NA,159154,Anopheles,pulcherrimus,NA,2018/11/23 00:00
Anopheles pulcherrimus,wing_length,0,active,species,mosquitos,NA,159154,Anopheles,pulcherrimus,NA,2018/11/23 00:00
Anopheles pulcherrimus,voltinism,0,active,species,mosquitos,NA,159154,Anopheles,pulcherrimus,NA,2018/11/23 00:00
Anopheles pulcherrimus,oviposition,4,active,species,mosquitos,NA,159154,Anopheles,pulcherrimus,NA,2018/11/23 00:00
Anopheles pulcherrimus,overwinter,1,active,species,mosquitos,NA,159154,Anopheles,pulcherrimus,NA,2018/11/23 00:00
Anopheles pulcherrimus,host_pref,1,active,species,mosquitos,NA,159154,Anopheles,pulcherrimus,NA,2018/11/23 00:00
Anopheles pulcherrimus,fecundity,0,active,species,mosquitos,NA,159154,Anopheles,pulcherrimus,NA,2018/11/23 00:00
Anopheles pulcherrimus,R0,0,active,species,mosquitos,NA,159154,Anopheles,pulcherrimus,NA,2018/11/23 00:00
Anopheles sacharovi,life_hist,0,active,species,mosquitos,NA,72408,Anopheles,sacharovi,NA,2005/01/19 00:00
Anopheles sacharovi,autogeny,0,active,species,mosquitos,NA,72408,Anopheles,sacharovi,NA,2005/01/19 00:00
Anopheles sacharovi,wing_length,0,active,species,mosquitos,NA,72408,Anopheles,sacharovi,NA,2005/01/19 00:00
Anopheles sacharovi,voltinism,0,active,species,mosquitos,NA,72408,Anopheles,sacharovi,NA,2005/01/19 00:00
Anopheles sacharovi,oviposition,5,active,species,mosquitos,NA,72408,Anopheles,sacharovi,NA,2005/01/19 00:00
Anopheles sacharovi,overwinter,2,active,species,mosquitos,NA,72408,Anopheles,sacharovi,NA,2005/01/19 00:00
Anopheles sacharovi,host_pref,8,active,species,mosquitos,NA,72408,Anopheles,sacharovi,NA,2005/01/19 00:00
Anopheles sacharovi,fecundity,0,active,species,mosquitos,NA,72408,Anopheles,sacharovi,NA,2005/01/19 00:00
Anopheles sacharovi,R0,2,active,species,mosquitos,NA,72408,Anopheles,sacharovi,NA,2005/01/19 00:00
Anopheles stephensi,life_hist,19,active,species,mosquitos,Asian malaria mosquito,30069,Anopheles,stephensi,NA,2018/11/23 00:00
Anopheles stephensi,autogeny,3,active,species,mosquitos,Asian malaria mosquito,30069,Anopheles,stephensi,NA,2018/11/23 00:00
Anopheles stephensi,wing_length,4,active,species,mosquitos,Asian malaria mosquito,30069,Anopheles,stephensi,NA,2018/11/23 00:00
Anopheles stephensi,voltinism,0,active,species,mosquitos,Asian malaria mosquito,30069,Anopheles,stephensi,NA,2018/11/23 00:00
Anopheles stephensi,oviposition,63,active,species,mosquitos,Asian malaria mosquito,30069,Anopheles,stephensi,NA,2018/11/23 00:00
Anopheles stephensi,overwinter,2,active,species,mosquitos,Asian malaria mosquito,30069,Anopheles,stephensi,NA,2018/11/23 00:00
Anopheles stephensi,host_pref,225,active,species,mosquitos,Asian malaria mosquito,30069,Anopheles,stephensi,NA,2018/11/23 00:00
Anopheles stephensi,fecundity,64,active,species,mosquitos,Asian malaria mosquito,30069,Anopheles,stephensi,NA,2018/11/23 00:00
Anopheles stephensi,R0,15,active,species,mosquitos,Asian malaria mosquito,30069,Anopheles,stephensi,NA,2018/11/23 00:00
Anopheles superpictus,life_hist,1,active,species,mosquitos,NA,262673,Anopheles,superpictus,NA,2018/10/29 00:00
Anopheles superpictus,autogeny,0,active,species,mosquitos,NA,262673,Anopheles,superpictus,NA,2018/10/29 00:00
Anopheles superpictus,wing_length,1,active,species,mosquitos,NA,262673,Anopheles,superpictus,NA,2018/10/29 00:00
Anopheles superpictus,voltinism,0,active,species,mosquitos,NA,262673,Anopheles,superpictus,NA,2018/10/29 00:00
Anopheles superpictus,oviposition,10,active,species,mosquitos,NA,262673,Anopheles,superpictus,NA,2018/10/29 00:00
Anopheles superpictus,overwinter,0,active,species,mosquitos,NA,262673,Anopheles,superpictus,NA,2018/10/29 00:00
Anopheles superpictus,host_pref,4,active,species,mosquitos,NA,262673,Anopheles,superpictus,NA,2018/10/29 00:00
Anopheles superpictus,fecundity,1,active,species,mosquitos,NA,262673,Anopheles,superpictus,NA,2018/10/29 00:00
Anopheles superpictus,R0,2,active,species,mosquitos,NA,262673,Anopheles,superpictus,NA,2018/10/29 00:00
Anopheles tenebrosus,life_hist,0,active,species,mosquitos,NA,345579,Anopheles,tenebrosus,NA,2018/10/31 00:00
Anopheles tenebrosus,autogeny,0,active,species,mosquitos,NA,345579,Anopheles,tenebrosus,NA,2018/10/31 00:00
Anopheles tenebrosus,wing_length,0,active,species,mosquitos,NA,345579,Anopheles,tenebrosus,NA,2018/10/31 00:00
Anopheles tenebrosus,voltinism,0,active,species,mosquitos,NA,345579,Anopheles,tenebrosus,NA,2018/10/31 00:00
Anopheles tenebrosus,oviposition,3,active,species,mosquitos,NA,345579,Anopheles,tenebrosus,NA,2018/10/31 00:00
Anopheles tenebrosus,overwinter,0,active,species,mosquitos,NA,345579,Anopheles,tenebrosus,NA,2018/10/31 00:00
Anopheles tenebrosus,host_pref,4,active,species,mosquitos,NA,345579,Anopheles,tenebrosus,NA,2018/10/31 00:00
Anopheles tenebrosus,fecundity,0,active,species,mosquitos,NA,345579,Anopheles,tenebrosus,NA,2018/10/31 00:00
Anopheles tenebrosus,R0,1,active,species,mosquitos,NA,345579,Anopheles,tenebrosus,NA,2018/10/31 00:00
Anopheles turkhudi,life_hist,0,active,species,mosquitos,NA,262672,Anopheles,turkhudi,NA,2005/01/19 00:00
Anopheles turkhudi,autogeny,0,active,species,mosquitos,NA,262672,Anopheles,turkhudi,NA,2005/01/19 00:00
Anopheles turkhudi,wing_length,0,active,species,mosquitos,NA,262672,Anopheles,turkhudi,NA,2005/01/19 00:00
Anopheles turkhudi,voltinism,0,active,species,mosquitos,NA,262672,Anopheles,turkhudi,NA,2005/01/19 00:00
Anopheles turkhudi,oviposition,5,active,species,mosquitos,NA,262672,Anopheles,turkhudi,NA,2005/01/19 00:00
Anopheles turkhudi,overwinter,0,active,species,mosquitos,NA,262672,Anopheles,turkhudi,NA,2005/01/19 00:00
Anopheles turkhudi,host_pref,0,active,species,mosquitos,NA,262672,Anopheles,turkhudi,NA,2005/01/19 00:00
Anopheles turkhudi,fecundity,0,active,species,mosquitos,NA,262672,Anopheles,turkhudi,NA,2005/01/19 00:00
Anopheles turkhudi,R0,0,active,species,mosquitos,NA,262672,Anopheles,turkhudi,NA,2005/01/19 00:00
Anopheles ziemanni,life_hist,0,active,species,mosquitos,NA,345580,Anopheles,ziemanni,NA,2018/10/31 00:00
Anopheles ziemanni,autogeny,0,active,species,mosquitos,NA,345580,Anopheles,ziemanni,NA,2018/10/31 00:00
